Semester,Campus,CRN,Course,Section #,Capacity,Enrollment,Faculty,Faculty IDs
Fall 2023,Boston,17451,DS 3000,4,87,51,"Gerber, Eric",259
Fall 2023,Boston,15415,CS 5170,1,87,39,"Savage, Saiph",661
Fall 2023,Online,12356,CS 1210,8,30,24,"Hill, Victoria",322
Fall 2023,Online,12357,CS 1210,9,20,21,"Hughes, Katie",333
Fall 2023,Online,12358,CS 3200,2,160,164,"Rachlin, John",601
Fall 2023,Boston,12359,CS 3500,3,114,108,"Lerner, Ben",427
Fall 2023,Boston,12360,CS 3650,3,114,97,"Vesely, Ferdinand",807
Fall 2023,Boston,17482,CS 6350,1,9,7,"Mishra, Varun",509
Fall 2023,Online,10318,IS 2000,1,70,67,"Schedlbauer, Martin",663
Fall 2023,Boston,10322,CS 4500,1,40,21,"Felleisen, Matthias",227
Fall 2023,Boston,10323,CS 3800,1,114,101,"Wichs, Daniel",840
Fall 2023,Boston,18514,DS 3000,6,87,47,"Gerber, Eric",259
Fall 2023,Boston,12373,CS 6120,1,24,24,"Muzny, Felix",533
Fall 2023,Boston,10326,CS 3500,2,114,106,"Nunez, Lucia",552
Fall 2023,Boston,10329,CS 3500,1,135,125,"Lerner, Ben",427
Fall 2023,Boston,10330,CS 2500,2,100,71,"Derbinsky, Nate, Hescott, Ben","177, 319"
Fall 2023,Boston,10331,CS 1800,2,270,271,"Strange, Laney",742
Fall 2023,Online,15465,DS 3000,3,87,43,"Clachar, Sophine",134
Fall 2023,Boston,11381,CS 4100,1,97,97,"Wong, Lawson",850
Fall 2023,Boston,11382,CS 6200,1,31,30,"Smith, David",719
Fall 2023,Boston,14455,CS 4530,2,48,48,"Bhutta, Adeel",75
Fall 2023,Boston,12422,CS 4120,1,36,36,"Muzny, Felix",533
Fall 2023,Boston,11408,HINF 5200,1,20,5,"Goodwin, Matthew",278
Fall 2023,Boston,15518,CS 1800,4,270,271,"Higger, Matt",320
Fall 2023,Boston,13503,CS 5180,1,90,86,"Platt, Rob",593
Fall 2023,"San Francisco, CA",17600,CS 5800,10,24,11,"Hamandi, Lama",304
Fall 2023,Boston,13508,CS 1101,1,23,9,"Lieberherr, Karl",433
Fall 2023,Boston,13510,CS 1101,2,23,19,"Lieberherr, Karl",433
Fall 2023,Boston,13511,CS 1101,3,28,23,"Lieberherr, Karl",433
Fall 2023,Boston,13512,CS 1101,4,28,6,"Lieberherr, Karl",433
Fall 2023,Boston,13513,CS 1101,5,28,16,"Lieberherr, Karl",433
Fall 2023,Boston,13514,CS 1101,6,28,23,"Lieberherr, Karl",433
Fall 2023,Boston,13519,CS 3500,4,49,46,"Mihajlovikj, Vidoje",500
Fall 2023,Boston,13520,CS 3950,1,19,15,"Ranganathan, Aanjhan",612
Fall 2023,Boston,13521,CS 4950,1,19,5,"Ranganathan, Aanjhan",612
Fall 2023,Boston,13522,CY 3740,1,28,22,"Onarlioglu, Kaan",560
Fall 2023,Boston,13523,CY 4740,1,19,13,"Robertson, William",633
Fall 2023,Boston,14548,CS 2500,8,114,93,"Razzaq, Leena",620
Fall 2023,Boston,13524,DS 4200,1,49,46,"Dunne, Cody",668
Fall 2023,Boston,13525,IS 4200,1,15,16,"Smith, David",719
Fall 2023,"Arlington, VA",19786,CS 5003,11,25,5,"Chen, Rongyi",125
Fall 2023,"Arlington, VA",19787,CS 5200,14,25,10,"Jung, Youna",371
Fall 2023,Boston,14582,CS 1802,40,35,35,"Park, John",576
Fall 2023,Online,19713,CY 5001,2,49,39,"Sierra, Jose",702
Fall 2023,Boston,19714,CY 5120,1,49,26,"Rushanan, Joseph",646
Fall 2023,Boston,19715,CY 5240,1,49,29,"Courtney, Kyle",151
Fall 2023,Online,12548,HINF 6400,1,30,17,"Ries, Dan",630
Fall 2023,Boston,19716,DS 2001,21,35,35,"Shaib, Chantal",682
Fall 2023,Boston,19718,DS 2501,5,34,35,"Strange, Laney",742
Fall 2023,Boston,19719,DS 2501,6,38,37,"Strange, Laney",742
Fall 2023,Online,19720,DS 3000,1,87,87,"Clachar, Sophine",134
Fall 2023,Boston,19721,DS 4420,1,70,58,"Pavlu, Virgil",585
Fall 2023,"Portland, Maine",19722,DS 5500,2,12,6,"Bogden, Philip",87
Fall 2023,Boston,19723,CS 1800,1,49,24,"Pavlu, Virgil",585
Fall 2023,Boston,19724,CS 2501,70,35,31,"Guha, Arjun",291
Fall 2023,Boston,19725,CS 2501,71,35,35,"Guha, Arjun",291
Fall 2023,Boston,19726,CS 2501,72,39,38,"Guha, Arjun",291
Fall 2023,Boston,19727,CS 2501,73,35,35,"Guha, Arjun",291
Fall 2023,Online,11536,CS 1210,1,30,21,"Schwab, Garrett",667
Fall 2023,Boston,11537,CS 2500,5,135,136,"Vesely, Ferdinand",807
Fall 2023,Boston,11538,CS 2500,6,135,131,"Guha, Arjun",291
Fall 2023,Boston,11539,CS 2500,7,114,110,"Patterson, Daniel",583
Fall 2023,Boston,11540,CS 3520,1,49,43,"Fontenot, Mark",236
Fall 2023,Boston,19728,CS 2501,74,36,36,"Guha, Arjun",291
Fall 2023,Boston,19729,CS 2501,75,40,40,"Guha, Arjun",291
Fall 2023,Boston,19730,CS 2501,76,35,32,"Guha, Arjun",291
Fall 2023,Boston,19731,CS 2501,77,35,34,"Guha, Arjun",291
Fall 2023,Boston,19732,CS 2501,78,39,39,"Guha, Arjun",291
Fall 2023,Boston,19733,CS 2501,79,35,32,"Guha, Arjun",291
Fall 2023,Boston,19734,CS 2501,80,35,32,"Guha, Arjun",291
Fall 2023,Online,11549,CS 6220,1,87,62,"Arunagiri, Sara",36
Fall 2023,Boston,19735,CS 2501,81,39,27,"Guha, Arjun",291
Fall 2023,Boston,19736,CS 2501,82,35,32,"Guha, Arjun",291
Fall 2023,Boston,19737,CS 2501,83,35,29,"Guha, Arjun",291
Fall 2023,Boston,19738,CS 2501,84,39,31,"Guha, Arjun",291
Fall 2023,Boston,19739,CS 2501,85,35,20,"Guha, Arjun",291
Fall 2023,Boston,19740,CS 2501,86,35,26,"Guha, Arjun",291
Fall 2023,Boston,19742,CS 2501,88,36,5,"Derbinsky, Nate, Hescott, Ben","177, 319"
Fall 2023,Boston,19743,CS 2511,7,39,34,"Razzaq, Leena",620
Fall 2023,Boston,19744,CS 2511,8,35,28,"Razzaq, Leena",620
Fall 2023,Boston,19746,CS 3001,11,49,49,"Tyner, LaKyah",91361
Fall 2023,Boston,19747,CS 3200,1,170,170,"Fontenot, Mark",236
Fall 2023,Boston,19748,CS 4050,1,10,9,"Fazel-pour, Sina",223
Fall 2023,Boston,19749,CS 4100,2,125,54,"Venkatesaramani, Rajagopal",804
Fall 2023,"San Francisco, CA",19757,CS 5200,13,24,7,"Guerra Gomez, John Alexis",289
Fall 2023,Boston,19751,CS 4520,2,19,14,"Miazi, Sakib",497
Fall 2023,Boston,19752,CS 4530,1,48,45,"Tip, Frank",769
Fall 2023,Boston,19753,CS 4550,2,97,86,"Annunziato, Jose",34
Fall 2023,Boston,19754,CS 4730,1,75,10,"Nita-Rotaru, Cristina",547
Fall 2023,Boston,19755,CS 4973,4,9,1,"Hofmann, Megan",324
Fall 2023,"Portland, Maine",19758,CS 7250,1,32,15,"Bogden, Philip",87
Fall 2023,Boston,19759,CS 7270,1,29,7,"Miller, Renee",504
Fall 2023,Boston,19760,CS 7390,1,10,8,"Hofmann, Megan",324
Fall 2023,Boston,19761,CS 7430,1,30,24,"Trypakis, Stavros",782
Fall 2023,Boston,19763,CS 7770,1,29,4,"Choffnes, David",131
Fall 2023,Boston,19764,CS 7775,1,29,8,"Oprea, Alina",561
Fall 2023,Boston,19765,CS 7870,1,29,8,"Rajaraman, Rajmohan",607
Fall 2023,Boston,19772,CS 5008,5,87,24,"Mihajlovikj, Vidoje",500
Fall 2023,Boston,19773,CS 5009,4,45,19,"Mihajlovikj, Vidoje",500
Fall 2023,Boston,19774,CS 5009,5,45,5,"Mihajlovikj, Vidoje",500
Fall 2023,Boston,19775,CS 5011,9,45,20,"Mihajlovikj, Vidoje",500
Fall 2023,Boston,19777,CS 5010,5,87,17,"Mihajlovikj, Vidoje",500
Fall 2023,Boston,10563,HINF 6201,1,25,12,"Robbins, Shari",631
Fall 2023,"Arlington, VA",19778,CS 5800,11,25,16,"Socha, Katherine",724
Fall 2023,Online,12616,DA 5020,1,87,61,"Tasker, Ben",761
Fall 2023,Boston,12617,DS 5220,1,87,64,"Radivojac, Predrag",603
Fall 2023,Online,12618,CS 1210,10,20,20,"Ballantyne, Jordan",51
Fall 2023,Boston,12619,CS 1802,12,30,15,"Pavlu, Virgil",585
Fall 2023,Boston,12620,CS 1802,15,19,9,"Pavlu, Virgil",585
Fall 2023,"Arlington, VA",19784,CS 5001,7,25,5,"Rollins, Sami",636
Fall 2023,"Arlington, VA",19785,CS 5002,7,25,6,"Socha, Katherine",724
Fall 2023,"Oakland, CA",12623,CS 1802,306,30,29,"Konrad, Almudena",401
Fall 2023,"Oakland, CA",12624,CS 1802,307,30,28,"Fuentes-Cabrera, Miguel",245
Fall 2023,Boston,12625,CS 1802,18,35,32,"Amor-Tijani, Ghita",29
Fall 2023,Boston,12626,CS 1802,19,19,20,"Higger, Matt",320
Fall 2023,Boston,12627,CS 1802,20,32,31,"Nunez, Lucia",552
Fall 2023,Boston,12628,CS 1802,21,25,27,"Higger, Matt",320
Fall 2023,Boston,12629,CS 1802,22,35,35,"Amor-Tijani, Ghita",29
Fall 2023,Boston,12630,CS 4500,3,40,34,"Lerner, Ben",427
Fall 2023,Boston,12631,CS 4550,1,97,93,"Annunziato, Jose",34
Fall 2023,Boston,12632,DS 4400,1,70,55,"Wu, Chieh",853
Fall 2023,Boston,17747,CY 5250,1,49,30,"Papageorge, Themis",572
Fall 2023,Boston,13655,CS 4180,1,5,5,"Platt, Rob",593
Fall 2023,Boston,13656,CS 4810,1,10,6,"Nguyen, Huy",544
Fall 2023,Online,13665,CS 5700,1,87,78,"Sharifian Attar, Ali",685
Fall 2023,Boston,13666,CS 5800,2,113,49,"Tsekourakis, Iraklis",783
Fall 2023,"Portland, Maine",17375,DS 5010,1,15,3,"Farahmand Asil, Maryam",220
Fall 2023,"Portland, Maine",17376,DS 5020,1,15,4,"Viles, Weston",810
Fall 2023,"Portland, Maine",17377,DS 5110,1,32,25,"Bogden, Philip",87
Fall 2023,"Portland, Maine",10630,CS 5011,1,32,28,"Dym, Brianna",199
Fall 2023,Online,16804,CS 1210,13,30,26,"Hill, Victoria, Lumbra, Celsey","322, 448"
Fall 2023,Online,16805,CS 1210,14,30,28,"Abdulle, Anis",2
Fall 2023,Boston,17828,CS 3501,24,19,15,"Lerner, Ben",427
Fall 2023,Boston,16807,CS 1802,70,19,23,"Amor-Tijani, Ghita",29
Fall 2023,Boston,16808,CS 2500,1,97,56,"Patterson, Daniel",583
Fall 2023,Boston,17829,CS 3501,25,19,18,"Lerner, Ben",427
Fall 2023,Online,13735,DS 3000,2,87,85,"Clachar, Sophine",134
Fall 2023,Boston,11690,CS 2511,3,35,30,"Razzaq, Leena",620
Fall 2023,Boston,17834,CS 3501,27,19,17,"Lerner, Ben",427
Fall 2023,Online,19893,CY 5010,2,49,31,"Sierra, Jose",702
Fall 2023,Boston,19894,CY 5150,1,49,24,"Amorin, Kevin",30
Fall 2023,Online,17387,CS 5610,3,87,82,"Annunziato, Jose",34
Fall 2023,Online,19895,CY 5210,1,49,19,"Booker, Elton",90
Fall 2023,Online,10684,CS 5600,1,87,75,"Schedlbauer, Martin",663
Fall 2023,Online,17388,CS 5800,7,87,79,"Kennedy, Justin",383
Fall 2023,Boston,16831,CS 2800,4,49,11,"Manolios, Pete",468
Fall 2023,Boston,16832,CS 3000,2,150,126,"Ullman, Jonathan",788
Fall 2023,Boston,16833,CS 3001,1,49,33,"Jones, Matthew",366
Fall 2023,Boston,16834,CS 3001,2,49,49,"Tyner, LaKyah",91361
Fall 2023,Boston,16835,CS 3001,3,49,34,"Jones, Matthew",366
Fall 2023,Boston,16836,CS 3001,4,49,47,"Jones, Matthew",366
Fall 2023,Boston,16837,CS 3501,23,19,14,"Lerner, Ben",427
Fall 2023,Boston,16839,CS 3650,2,114,112,"Vesely, Ferdinand",807
Fall 2023,Boston,16840,CS 3800,2,114,100,"Hamlin, Ariel",307
Fall 2023,Boston,16842,CS 4520,1,19,4,"Bhutta, Adeel",75
Fall 2023,"Portland, Maine",16845,CS 5004,3,32,8,"Valcourt, Gregory",791
Fall 2023,"Portland, Maine",16846,CS 5008,4,32,19,"Valcourt, Scott",792
Fall 2023,"Portland, Maine",16847,CS 5009,3,32,17,"Valcourt, Scott",792
Fall 2023,Boston,12752,CS 5310,1,39,39,"Shah, Mike",678
Fall 2023,Boston,16852,CS 7200,1,30,22,"Vitek, Olga",814
Fall 2023,Boston,16853,CS 7340,1,29,22,"Bickmore, Timothy",76
Fall 2023,"Oakland, CA",19926,CS 1800,30,80,57,"Fuentes-Cabrera, Miguel",245
Fall 2023,Boston,16855,CS 7670,1,49,8,"Cooperman, Gene",147
Fall 2023,Boston,16856,CS 7800,2,39,14,"Nguyen, Huy",544
Fall 2023,"Oakland, CA",19927,CS 1800,31,80,76,"Wang, Susan",832
Fall 2023,Boston,16858,IS 4300,2,49,49,"Yildirim, Caglar",873
Fall 2023,Boston,16859,IS 4800,1,10,11,"Mishra, Varun",509
Fall 2023,"Oakland, CA",19928,CS 1800,32,80,79,"Konrad, Almudena",401
Fall 2023,Boston,16861,CY 2550,4,49,48,"Miazi, Sakib",497
Fall 2023,Boston,16862,CY 6740,3,19,11,"Robertson, William",633
Fall 2023,"Oakland, CA",19929,CS 1802,300,30,22,"Konrad, Almudena",401
Fall 2023,Boston,16864,DS 2000,4,120,120,"Amir, Silvio",25
Fall 2023,Boston,16865,DS 2001,17,35,35,"Shaib, Chantal",682
Fall 2023,Boston,16866,DS 2001,18,19,19,"Yin, Yi",875
Fall 2023,Boston,16867,DS 2001,19,35,35,"Yin, Yi",875
Fall 2023,Boston,16868,DS 2001,20,32,31,"Lore, Nunzio",445
Fall 2023,Boston,16869,DS 5010,2,60,34,"Bemis, Kylie",66
Fall 2023,"Oakland, CA",19933,CS 1802,304,30,24,"Wang, Susan",832
Fall 2023,Boston,16871,CS 5003,1,40,39,"Bagley, Keith, Coutinho, Radha","49, 152"
Fall 2023,Boston,16872,CS 5003,2,40,36,"Bagley, Keith, Coutinho, Radha","49, 152"
Fall 2023,Boston,16873,CS 5003,3,40,37,"Bagley, Keith, Coutinho, Radha","49, 152"
Fall 2023,Boston,16874,CS 5003,4,40,39,"Bagley, Keith",49
Fall 2023,Boston,16875,CS 5003,5,40,29,"Bagley, Keith",49
Fall 2023,Boston,16876,CS 5003,6,40,18,"Bagley, Keith",49
Fall 2023,"Oakland, CA",19940,CS 2501,302,50,39,"Bhalerao, Rasika",72
Fall 2023,"Oakland, CA",19941,CS 2501,303,50,46,"Spertus, Ellen",731
Fall 2023,"Oakland, CA",19942,CS 5001,30,39,36,"Bhalerao, Rasika",72
Fall 2023,"Oakland, CA",19943,CS 5002,30,45,36,"Farahmand Asil, Maryam",220
Fall 2023,"Oakland, CA",19944,CS 5003,30,45,36,"Bhalerao, Rasika",72
Fall 2023,"Oakland, CA",19945,DS 2000,30,50,22,"Fuentes-Cabrera, Miguel",245
Fall 2023,"Portland, Maine",17399,CS 5008,2,32,7,"Valcourt, Scott",792
Fall 2023,Boston,19962,DS 5220,3,65,29,"Yang, Xiaoyi",867
Fall 2023,Boston,19963,DS 4400,2,70,70,"Yang, Xiaoyi",867
Fall 2023,Boston,10074,IS 4300,1,49,29,"Intille, Stephen",340
Fall 2023,Boston,11777,HINF 6205,2,27,26,"Ries, Dan",630
Fall 2023,Boston,17923,DS 5500,1,60,58,"Bemis, Kylie",66
Fall 2023,Online,19441,HINF 5110,2,10,1,"Powell, Adam",595
Fall 2023,Boston,18970,CS 2501,2,22,30,"Patterson, Daniel",583
Fall 2023,Online,10779,CS 1100,1,168,96,"Lieberherr, Karl",433
Fall 2023,Boston,18971,CS 2501,3,22,26,"Patterson, Daniel",583
Fall 2023,Boston,11801,CS 3650,1,114,114,"Park, John",576
Fall 2023,Boston,11802,CS 3700,1,49,44,"Jackson, Alden",344
Fall 2023,Boston,17959,DS 3000,5,87,86,"Gerber, Eric",259
Fall 2023,Boston,11853,CS 2510,2,135,88,"Razzaq, Leena",620
Fall 2023,Boston,11854,CS 2511,4,39,22,"Razzaq, Leena",620
Fall 2023,Boston,14930,CY 2550,2,48,48,"Wang, Justin",828
Fall 2023,Boston,14931,CY 2550,3,49,49,"Wang, Justin",828
Fall 2023,Boston,18007,CS 1802,30,28,28,"Nunez, Lucia",552
Fall 2023,Online,11864,CS 1210,3,30,28,"Haycook, Charles",317
Fall 2023,Boston,18009,CS 2501,30,35,30,"Guha, Arjun",291
Fall 2023,Boston,10843,CS 2500,3,135,136,"Patterson, Daniel",583
Fall 2023,Online,20059,CS 4530,6,48,42,"Wand, Mitchell",824
Fall 2023,Boston,14942,DS 2000,3,140,140,"Wallace, Byron",821
Fall 2023,Boston,14943,DS 2500,2,97,72,"Strange, Laney",742
Fall 2023,Boston,14944,DS 2501,2,38,7,"Strange, Laney",742
Fall 2023,Boston,14945,DS 2501,3,34,34,"Strange, Laney",742
Fall 2023,Boston,14946,DS 2501,4,38,38,"Strange, Laney",742
Fall 2023,Online,14947,DS 3500,1,115,100,"Rachlin, John",601
Fall 2023,Online,11876,CS 1210,4,30,28,"Rosenberg, Lauren",639
Fall 2023,Boston,18029,CS 1802,71,49,49,"Nunez, Lucia",552
Fall 2023,Boston,18030,CS 1802,72,40,37,"Park, John",576
Fall 2023,Boston,13935,CY 2550,1,97,45,"Wang, Justin",828
Fall 2023,Online,11886,HINF 5102,2,40,24,"Bartolotta, Jim",57
Fall 2023,Boston,13936,IS 1300,1,20,20,"Fallis, Don",219
Fall 2023,Boston,18039,CS 1802,33,32,32,"Nunez, Lucia",552
Fall 2023,Boston,18040,CS 1802,31,35,34,"Park, John",576
Fall 2023,Boston,19065,CS 1802,73,19,26,"Amor-Tijani, Ghita",29
Fall 2023,Boston,19066,CS 1802,74,19,21,"Park, John",576
Fall 2023,Boston,18043,CS 2501,31,39,27,"Guha, Arjun",291
Fall 2023,Boston,15005,DS 2001,4,35,35,"Lore, Nunzio",445
Fall 2023,Boston,15006,DS 2001,5,30,30,"Gyori, Benjamin",298
Fall 2023,Boston,15007,DS 2001,6,19,19,"Blankers, Vance",82
Fall 2023,Boston,15008,DS 2001,7,35,35,"Zhang, Shuo",889
Fall 2023,Boston,15009,DS 2001,8,19,19,"Zhang, Shuo",889
Fall 2023,Boston,19106,CS 3501,26,19,18,"Lerner, Ben",427
Fall 2023,Boston,15010,DS 2001,10,35,35,"Blankers, Vance",82
Fall 2023,Boston,15011,DS 2001,12,37,37,"Yin, Yi",875
Fall 2023,Boston,15012,DS 2001,13,35,35,"Gillani, Nabeel",268
Fall 2023,Boston,15013,DS 2001,14,19,25,"Yin, Yi",875
Fall 2023,Boston,15014,DS 2001,15,19,19,"Gillani, Nabeel",268
Fall 2023,Boston,15015,DS 2001,16,19,19,"Yin, Yi",875
Fall 2023,Boston,11951,CS 1800,3,270,272,"Higger, Matt",320
Fall 2023,Boston,15037,CS 1802,41,35,32,"Park, John",576
Fall 2023,"Oakland, CA",15038,CS 1802,308,30,27,"Konrad, Almudena",401
Fall 2023,"Oakland, CA",15039,CS 1802,309,30,23,"Fuentes-Cabrera, Miguel",245
Fall 2023,Boston,15040,CS 1802,44,26,21,"Nunez, Lucia",552
Fall 2023,Boston,15041,CS 1802,45,35,33,"Amor-Tijani, Ghita",29
Fall 2023,Boston,15043,CS 1802,48,35,34,"Amor-Tijani, Ghita",29
Fall 2023,Boston,15044,CS 1802,49,35,33,"Amor-Tijani, Ghita",29
Fall 2023,Boston,15045,CS 1802,50,49,46,"Park, John",576
Fall 2023,Boston,15046,CS 1802,52,49,38,"Nunez, Lucia",552
Fall 2023,Boston,15047,CS 1802,53,32,29,"Amor-Tijani, Ghita",29
Fall 2023,Boston,15049,CS 1802,55,35,29,"Park, John",576
Fall 2023,Boston,15050,CS 2800,3,48,29,"Manolios, Pete",468
Fall 2023,Boston,14018,CS 3700,3,49,43,"Jackson, Alden",344
Fall 2023,Boston,20171,DS 5020,2,65,5,"Brady, David",94
Fall 2023,Boston,20172,DS 5110,2,65,61,"Yehoshua, Roi",871
Fall 2023,Boston,15055,CS 5340,1,87,78,"Yildirim, Caglar",873
Fall 2023,Boston,15056,CS 5400,1,10,8,"Barzilay, Eli",58
Fall 2023,"Portland, Maine",20177,CS 5963,1,15,10,"Cantrell, Gary",106
Fall 2023,Boston,10964,HINF 5101,1,30,26,"Cortez, Armando",150
Fall 2023,Online,17124,HINF 6215,1,28,15,"Spitulnik, Jay",733
Fall 2023,Boston,14066,CS 1802,37,32,31,"Higger, Matt",320
Fall 2023,Boston,14067,CS 1802,38,35,34,"Park, John",576
Fall 2023,Boston,14068,CS 1802,39,25,24,"Higger, Matt",320
Fall 2023,Boston,15097,DS 2001,1,19,19,"Sathyanarayana, Aarti",658
Fall 2023,Boston,11003,CS 6140,1,79,73,"Zhang, Hongyang",888
Fall 2023,Boston,15099,DS 2001,3,19,19,"Yin, Yi",875
Fall 2023,Boston,15100,DS 2001,9,19,19,"Gyori, Benjamin",298
Fall 2023,"Silicon Valley, CA",20302,CS 5800,15,45,41,"Mukund, Smruthi",527
Fall 2023,"Seattle, WA",20307,CS 6650,2,45,33,"Gorton, Ian",281
Fall 2023,Online,12060,CS 1210,2,30,29,"DiCanio, Samantha",179
Fall 2023,Online,12061,CS 1210,5,30,24,"Dell, Sara",173
Fall 2023,Online,12062,CS 1210,6,20,20,"Montes, Yasmil",518
Fall 2023,"Seattle, WA",20308,CS 6650,3,45,38,"Gorton, Ian",281
Fall 2023,"Seattle, WA",20259,CS 5001,31,60,60,"Mullen, Tony",529
Fall 2023,"Seattle, WA",20260,CS 5001,32,60,41,"Mishra, Aditya",508
Fall 2023,"Silicon Valley, CA",20261,CS 5001,33,42,39,"Miller, Mark",503
Fall 2023,Boston,11046,HINF 6220,2,34,33,"Foster, Jamon",239
Fall 2023,Online,11048,HINF 5101,2,40,17,"Turner, Catherine",785
Fall 2023,"Portland, Maine",19242,CS 5001,6,32,23,"Jamieson, Lindsay",351
Fall 2023,"Silicon Valley, CA",20262,CS 5001,34,45,29,"Toutiaee, Mohammad",775
Fall 2023,"Seattle, WA",20263,CS 5002,31,60,39,"Stalfa, David",739
Fall 2023,"Seattle, WA",20264,CS 5002,32,60,59,"Singh, Sarita",708
Fall 2023,"Silicon Valley, CA",20265,CS 5002,33,40,41,"Farahmand Asil, Maryam",220
Fall 2023,"Silicon Valley, CA",20266,CS 5002,34,40,39,"Amjad, Tehmina",28
Fall 2023,"Silicon Valley, CA",20267,CS 5002,35,40,37,"Toutiaee, Mohammad",775
Fall 2023,"Seattle, WA",20268,CS 5003,31,60,41,"Mishra, Aditya",508
Fall 2023,"Seattle, WA",20269,CS 5003,32,60,60,"Mullen, Tony",529
Fall 2023,"Silicon Valley, CA",20270,CS 5003,33,24,21,"Miller, Mark",503
Fall 2023,"Silicon Valley, CA",20271,CS 5003,34,24,18,"Miller, Mark",503
Fall 2023,"Silicon Valley, CA",20272,CS 5003,35,24,22,"Toutiaee, Mohammad",775
Fall 2023,"Silicon Valley, CA",20273,CS 5003,36,24,7,"Toutiaee, Mohammad",775
Fall 2023,"Silicon Valley, CA",20274,CS 5003,37,23,22,"Saad, Nadim",648
Fall 2023,"Seattle, WA",20275,CS 5004,4,60,45,"Bonaci, Tamara",88
Fall 2023,"Silicon Valley, CA",20276,CS 5004,5,24,21,"Cheng, Zhuoqun",126
Fall 2023,"Seattle, WA",20277,CS 5005,5,60,45,"Bonaci, Tamara",88
Fall 2023,"Silicon Valley, CA",20278,CS 5005,6,24,21,"Cheng, Zhuoqun",126
Fall 2023,"Seattle, WA",20279,CS 5008,6,60,24,"Singh, Sarita",708
Fall 2023,"Seattle, WA",20280,CS 5009,6,60,24,"Singh, Sarita",708
Fall 2023,"Seattle, WA",20281,CS 5010,6,35,14,"Cross, Brian",155
Fall 2023,"Seattle, WA",20282,CS 5011,11,35,14,"Cross, Brian",155
Fall 2023,"Seattle, WA",20283,CS 5200,15,60,55,"Chhay, Bruce",128
Fall 2023,"Seattle, WA",20284,CS 5200,16,45,44,"Cobbe, Richard",139
Fall 2023,"Silicon Valley, CA",20285,CS 5200,17,45,44,"Lee, Jeongkyu",422
Fall 2023,"Seattle, WA",20286,CS 5330,1,30,20,"Maxwell, Bruce",479
Fall 2023,"Seattle, WA",20287,CS 5400,2,30,11,"Mullen, Tony",529
Fall 2023,Online,13125,CS 3200,3,160,161,"Rachlin, John",601
Fall 2023,Boston,13126,CS 4400,2,70,66,"Barzilay, Eli",58
Fall 2023,"Seattle, WA",20288,CS 5500,3,60,45,"Bonicillo, Mark",89
Fall 2023,"Silicon Valley, CA",20289,CS 5500,4,45,44,"Mathapathi, Shivakumar",475
Fall 2023,"Seattle, WA",20290,CS 5520,3,45,20,"Veliz, Oscar",802
Fall 2023,"San Francisco, CA",20291,CS 5600,4,24,12,"Hamandi, Lama",304
Fall 2023,"Seattle, WA",20292,CS 5600,5,45,14,"Mishra, Aditya",508
Fall 2023,"Silicon Valley, CA",20293,CS 5600,6,20,19,"Hamandi, Lama",304
Fall 2023,"San Francisco, CA",20294,CS 5610,5,24,11,"Guerra Gomez, John Alexis",289
Fall 2023,"Seattle, WA",20295,CS 5610,6,60,44,"Veliz, Oscar",802
Fall 2023,"Seattle, WA",20296,CS 5610,7,40,38,"Jorgensen, Austin",367
Fall 2023,"Silicon Valley, CA",20297,CS 5610,8,20,19,"Guerra Gomez, John Alexis",289
Fall 2023,"Seattle, WA",20298,CS 5700,2,40,27,"Singh, Sarita",708
Fall 2023,"Seattle, WA",20299,CS 5800,12,60,51,"Lee, Hyonho",421
Fall 2023,"Seattle, WA",20300,CS 5800,13,60,56,"Sun, Zhifeng",750
Fall 2023,"Silicon Valley, CA",20301,CS 5800,14,45,45,"Bhardwaj, Anurag",74
Fall 2023,Online,13142,HINF 6405,1,40,8,"Powell, Adam",595
Fall 2023,Boston,13143,HINF 6202,1,25,10,"Maloney, Marie",465
Fall 2023,"Seattle, WA",20303,CS 6220,2,30,19,"Aguiar, Everaldo",10
Fall 2023,"Seattle, WA",20304,CS 6240,1,30,7,"Rajpal, Vishal",608
Fall 2023,Online,20305,CS 6410,1,30,7,"Bonaci, Tamara",88
Fall 2023,"Seattle, WA",20306,CS 6620,2,60,52,"Mullen, Tony",529
Fall 2023,Boston,13148,CS 3000,3,150,149,"Van Der Poel, Drew",795
Fall 2023,Online,12116,CS 1210,7,30,28,"Bishnoi, Priyanka",79
Fall 2023,"Seattle, WA",20309,CS 6760,1,35,27,"Bonaci, Tamara",88
Fall 2023,"Silicon Valley, CA",20311,CS 6140,4,45,35,"Bhardwaj, Anurag",74
Fall 2023,"Silicon Valley, CA",20312,CS 6200,2,45,20,"Amjad, Tehmina",28
Fall 2023,"Silicon Valley, CA",20314,DS 5010,3,20,2,"Farahmand Asil, Maryam",220
Fall 2023,"Silicon Valley, CA",20315,DS 5020,3,20,3,"Viles, Weston",810
Fall 2023,"Silicon Valley, CA",20316,DS 5110,3,35,22,"Toutiaee, Mohammad",775
Fall 2023,"Silicon Valley, CA",20317,DS 5220,4,30,15,"Saad, Nadim",648
Fall 2023,Boston,14013,DS 2000,2,120,120,"Amir, Silvio",25
Fall 2023,Boston,12130,CS 5002,1,113,106,"Amor-Tijani, Ghita",29
Fall 2023,Online,15211,DA 5030,1,49,29,"Assareh, Amin",40
Fall 2023,Boston,14014,DS 2000,1,140,140,"Wallace, Byron",821
